,Year,Week,SMN,SMT,VCI,TCI,VHI,region
0,1982,1.0,0.053,260.31,45.01,39.46,42.23,Черкаська
1,1982,2.0,0.054,262.29,46.83,31.75,39.29,Черкаська
2,1982,3.0,0.055,263.82,48.13,27.24,37.68,Черкаська
3,1982,4.0,0.053,265.33,46.09,23.91,35.0,Черкаська
4,1982,5.0,0.05,265.66,41.46,26.65,34.06,Черкаська
5,1982,6.0,0.048,266.55,36.56,29.46,33.01,Черкаська
6,1982,7.0,0.048,267.84,32.17,31.14,31.65,Черкаська
7,1982,8.0,0.05,269.3,30.3,32.5,31.4,Черкаська
8,1982,9.0,0.052,270.75,28.23,35.22,31.73,Черкаська
9,1982,10.0,0.056,272.73,25.25,37.63,31.44,Черкаська
10,1982,11.0,0.069,275.46,26.81,34.79,30.8,Черкаська
11,1982,12.0,0.085,278.05,27.87,35.91,31.89,Черкаська
12,1982,13.0,0.096,279.89,26.45,40.3,33.37,Черкаська
13,1982,14.0,0.109,281.55,22.93,45.47,34.2,Черкаська
14,1982,15.0,0.12,282.57,16.15,59.42,37.78,Черкаська
15,1982,16.0,0.145,284.04,13.92,73.7,43.81,Черкаська
16,1982,17.0,0.18,286.05,15.91,83.78,49.85,Черкаська
17,1982,18.0,0.236,288.73,25.98,83.95,54.97,Черкаська
18,1982,19.0,0.292,291.42,34.53,77.2,55.86,Черкаська
19,1982,20.0,0.336,293.07,38.39,70.79,54.59,Черкаська
20,1982,21.0,0.366,293.62,38.62,71.8,55.21,Черкаська
21,1982,22.0,0.383,293.55,34.9,75.39,55.14,Черкаська
22,1982,23.0,0.391,293.47,29.29,77.99,53.64,Черкаська
23,1982,24.0,0.395,293.51,27.5,80.68,54.09,Черкаська
24,1982,25.0,0.396,293.26,27.46,86.21,56.84,Черкаська
25,1982,26.0,0.395,293.16,27.71,89.14,58.43,Черкаська
26,1982,27.0,0.394,293.5,29.53,88.81,59.17,Черкаська
27,1982,28.0,0.392,293.83,34.04,88.18,61.11,Черкаська
28,1982,29.0,0.393,294.17,39.85,87.0,63.42,Черкаська
29,1982,30.0,0.388,294.43,43.47,85.68,64.58,Черкаська
30,1982,31.0,0.383,294.83,44.62,81.04,62.83,Черкаська
31,1982,32.0,0.378,295.3,46.78,73.25,60.01,Черкаська
32,1982,33.0,0.374,295.43,50.98,66.04,58.51,Черкаська
33,1982,34.0,0.368,295.3,54.79,59.39,57.09,Черкаська
34,1982,35.0,0.362,294.95,60.47,50.47,55.47,Черкаська
35,1982,36.0,0.352,294.4,65.8,40.42,53.11,Черкаська
36,1982,37.0,0.332,293.49,67.37,32.84,50.1,Черкаська
37,1982,38.0,0.313,292.14,68.18,30.2,49.19,Черкаська
38,1982,39.0,0.287,290.29,64.53,31.4,47.97,Черкаська
39,1982,40.0,0.25,287.91,54.93,35.92,45.43,Черкаська
40,1982,41.0,0.211,285.34,44.69,37.53,41.11,Черкаська
41,1982,42.0,0.174,282.92,36.32,36.38,36.35,Черкаська
42,1982,43.0,0.147,280.78,35.06,34.47,34.76,Черкаська
43,1982,44.0,0.126,279.06,35.39,22.51,28.95,Черкаська
44,1982,45.0,0.105,277.36,32.35,16.01,24.18,Черкаська
45,1982,46.0,0.088,275.31,32.21,15.45,23.83,Черкаська
46,1982,47.0,0.072,272.39,29.41,21.78,25.6,Черкаська
47,1982,48.0,0.061,269.21,28.24,31.16,29.7,Черкаська
48,1982,49.0,0.052,266.27,25.02,38.86,31.94,Черкаська
49,1982,50.0,0.044,263.47,22.98,43.6,33.29,Черкаська
50,1982,51.0,0.044,261.27,28.58,44.64,36.61,Черкаська
51,1982,52.0,0.044,260.47,31.78,42.52,37.15,Черкаська
52,1983,1.0,0.042,260.46,32.51,38.52,35.52,Черкаська
53,1983,2.0,0.041,260.74,32.31,36.91,34.61,Черкаська
54,1983,3.0,0.042,260.69,34.9,37.82,36.36,Черкаська
55,1983,4.0,0.045,260.72,37.87,39.24,38.56,Черкаська
56,1983,5.0,0.045,260.77,37.32,42.44,39.88,Черкаська
57,1983,6.0,0.044,260.43,32.86,49.14,41.0,Черкаська
58,1983,7.0,0.044,261.08,29.76,53.18,41.47,Черкаська
59,1983,8.0,0.049,262.65,29.39,54.87,42.13,Черкаська
60,1983,9.0,0.056,265.42,30.87,53.78,42.32,Черкаська
61,1983,10.0,0.068,269.12,32.35,50.97,41.66,Черкаська
62,1983,11.0,0.083,273.39,34.28,42.77,38.52,Черкаська
63,1983,12.0,0.102,277.45,37.17,38.0,37.59,Черкаська
64,1983,13.0,0.128,281.9,42.6,31.26,36.93,Черкаська
65,1983,14.0,0.154,285.72,45.99,24.17,35.08,Черкаська
66,1983,15.0,0.183,288.62,46.97,21.68,34.32,Черкаська
67,1983,16.0,0.213,290.59,46.18,25.21,35.7,Черкаська
68,1983,17.0,0.248,292.5,47.39,27.73,37.56,Черкаська
69,1983,18.0,0.285,294.01,49.4,32.15,40.77,Черкаська
70,1983,19.0,0.324,294.93,50.29,39.52,44.91,Черкаська
71,1983,20.0,0.354,295.61,48.31,43.63,45.97,Черкаська
72,1983,21.0,0.375,296.06,44.7,46.47,45.58,Черкаська
73,1983,22.0,0.393,296.21,41.82,49.3,45.56,Черкаська
74,1983,23.0,0.402,295.89,37.5,54.92,46.21,Черкаська
75,1983,24.0,0.398,295.37,30.08,62.73,46.41,Черкаська
76,1983,25.0,0.395,295.55,27.35,63.44,45.4,Черкаська
77,1983,26.0,0.392,295.83,26.21,61.74,43.97,Черкаська
78,1983,27.0,0.384,295.84,24.03,63.71,43.87,Черкаська
79,1983,28.0,0.366,295.71,19.88,67.51,43.7,Черкаська
80,1983,29.0,0.345,295.61,14.97,71.1,43.03,Черкаська
81,1983,30.0,0.324,295.46,12.14,74.52,43.33,Черкаська
82,1983,31.0,0.317,295.23,13.27,76.96,45.11,Черкаська
83,1983,32.0,0.32,295.15,18.15,75.06,46.6,Черкаська
84,1983,33.0,0.322,295.03,24.55,70.56,47.56,Черкаська
85,1983,34.0,0.323,294.99,31.25,63.13,47.19,Черкаська
86,1983,35.0,0.327,295.09,42.25,48.99,45.62,Черкаська
87,1983,36.0,0.319,294.35,48.6,40.95,44.78,Черкаська
88,1983,37.0,0.302,293.3,51.48,35.49,43.49,Черкаська
89,1983,38.0,0.285,292.03,52.88,31.98,42.43,Черкаська
90,1983,39.0,0.264,290.0,52.2,35.99,44.1,Черкаська
91,1983,40.0,0.246,287.88,52.61,37.45,45.03,Черкаська
92,1983,41.0,0.223,285.68,51.99,34.42,43.21,Черкаська
93,1983,42.0,0.198,283.12,51.57,35.55,43.56,Черкаська
94,1983,43.0,0.171,280.43,50.1,39.02,44.56,Черкаська
95,1983,44.0,0.146,277.34,48.14,37.49,42.81,Черкаська
96,1983,45.0,0.124,274.36,45.55,36.55,41.05,Черкаська
97,1983,46.0,0.103,271.95,42.99,35.13,39.06,Черкаська
98,1983,47.0,0.087,269.05,42.57,39.45,41.01,Черкаська
99,1983,48.0,0.081,267.1,46.31,41.52,43.91,Черкаська
100,1983,49.0,0.072,265.72,45.1,41.4,43.25,Черкаська
101,1983,50.0,0.065,264.23,45.56,40.56,43.06,Черкаська
102,1983,51.0,0.058,261.83,44.21,42.68,43.44,Черкаська
103,1983,52.0,0.052,259.1,41.31,47.96,44.63,Черкаська
104,1984,1.0,0.05,257.42,40.77,49.92,45.35,Черкаська
105,1984,2.0,0.047,256.74,39.32,52.12,45.72,Черкаська
106,1984,3.0,0.044,255.68,37.37,57.52,47.44,Черкаська
107,1984,4.0,0.041,255.47,34.55,59.96,47.25,Черкаська
108,1984,5.0,0.039,256.11,31.21,60.19,45.7,Черкаська
109,1984,6.0,0.037,256.96,27.71,62.24,44.98,Черкаська
110,1984,7.0,0.037,257.88,24.61,64.98,44.79,Черкаська
111,1984,8.0,0.039,258.11,22.89,71.12,47.0,Черкаська
112,1984,9.0,0.041,260.37,22.16,71.96,47.06,Черкаська
113,1984,10.0,0.047,264.02,20.48,70.03,45.26,Черкаська
114,1984,11.0,0.057,268.33,20.45,62.93,41.69,Черкаська
115,1984,12.0,0.074,273.36,22.3,54.75,38.52,Черкаська
116,1984,13.0,0.094,278.76,24.99,45.15,35.07,Черкаська
117,1984,14.0,0.119,283.72,27.85,34.54,31.19,Черкаська
118,1984,15.0,0.149,287.22,29.68,30.8,30.24,Черкаська
119,1984,16.0,0.177,289.08,28.91,37.09,33.0,Черкаська
120,1984,17.0,0.208,290.91,28.76,42.4,35.58,Черкаська
121,1984,18.0,0.246,292.34,30.62,49.05,39.84,Черкаська
122,1984,19.0,0.29,293.17,33.37,58.5,45.94,Черкаська
123,1984,20.0,0.33,293.46,35.18,66.14,50.66,Черкаська
124,1984,21.0,0.362,293.35,35.93,73.96,54.94,Черкаська
125,1984,22.0,0.384,293.09,34.85,79.34,57.09,Черкаська
126,1984,23.0,0.399,292.66,34.85,85.04,59.94,Черкаська
127,1984,24.0,0.413,292.52,38.86,89.15,64.01,Черкаська
128,1984,25.0,0.423,292.82,44.4,89.9,67.15,Черкаська
129,1984,26.0,0.428,292.97,47.19,90.66,68.92,Черкаська
130,1984,27.0,0.428,293.36,49.22,90.06,69.64,Черкаська
131,1984,28.0,0.428,293.91,54.02,87.25,70.64,Черкаська
132,1984,29.0,0.422,294.22,55.66,86.36,71.01,Черкаська
133,1984,30.0,0.411,294.34,55.34,86.59,70.96,Черкаська
134,1984,31.0,0.398,294.16,52.99,87.95,70.47,Черкаська
135,1984,32.0,0.388,294.1,52.46,85.79,69.12,Черкаська
136,1984,33.0,0.376,293.67,52.6,85.0,68.8,Черкаська
137,1984,34.0,0.364,293.18,52.75,83.66,68.2,Черкаська
138,1984,35.0,0.344,292.36,51.31,81.23,66.27,Черкаська
139,1984,36.0,0.322,291.55,50.19,75.72,62.95,Черкаська
140,1984,37.0,0.299,290.75,49.76,68.11,58.93,Черкаська
141,1984,38.0,0.269,289.42,44.54,66.83,55.69,Черкаська
142,1984,39.0,0.241,287.63,38.81,68.36,53.58,Черкаська
143,1984,40.0,0.221,285.72,37.1,66.64,51.87,Черкаська
144,1984,41.0,0.206,283.56,41.28,63.12,52.2,Черкаська
145,1984,42.0,0.191,281.43,46.63,56.2,51.41,Черкаська
146,1984,43.0,0.169,278.99,48.53,53.32,50.93,Черкаська
147,1984,44.0,0.143,276.11,46.49,47.91,47.2,Черкаська
148,1984,45.0,0.12,272.45,43.65,49.55,46.6,Черкаська
149,1984,46.0,0.098,269.46,40.26,49.86,45.06,Черкаська
150,1984,47.0,0.084,267.56,40.85,47.54,44.19,Черкаська
151,1984,48.0,0.078,266.4,44.35,45.36,44.85,Черкаська
152,1984,49.0,0.075,267.15,48.31,35.63,41.97,Черкаська
153,1985,9.0,0.033,268.58,16.59,43.04,29.82,Черкаська
154,1985,10.0,0.034,269.5,12.99,49.84,31.42,Черкаська
155,1985,11.0,0.041,271.36,11.58,51.04,31.31,Черкаська
156,1985,12.0,0.054,274.46,11.97,50.36,31.17,Черкаська
157,1985,13.0,0.075,278.9,15.53,44.6,30.06,Черкаська
158,1985,14.0,0.103,282.94,20.08,38.55,29.31,Черкаська
159,1985,15.0,0.136,286.31,23.98,36.46,30.22,Черкаська
160,1985,16.0,0.174,289.16,27.38,36.39,31.88,Черкаська
161,1985,17.0,0.215,291.53,32.14,36.99,34.56,Черкаська
162,1985,18.0,0.257,292.75,36.02,45.14,40.58,Черкаська
163,1985,19.0,0.3,294.09,38.39,48.92,43.65,Черкаська
164,1985,20.0,0.333,294.89,36.91,51.42,44.17,Черкаська
165,1985,21.0,0.361,294.82,35.67,59.23,47.45,Черкаська
166,1985,22.0,0.384,294.63,34.83,64.86,49.84,Черкаська
167,1985,23.0,0.396,294.06,32.91,72.66,52.78,Черкаська
168,1985,24.0,0.4,293.32,30.98,82.51,56.75,Черкаська
169,1985,25.0,0.406,293.21,33.26,86.58,59.92,Черкаська
170,1985,26.0,0.406,293.28,33.95,87.78,60.87,Черкаська
171,1985,27.0,0.404,293.46,35.07,89.18,62.12,Черкаська
172,1985,28.0,0.4,293.79,38.0,88.6,63.3,Черкаська
173,1985,29.0,0.398,294.36,42.32,85.0,63.66,Черкаська
174,1985,30.0,0.394,294.94,46.43,80.15,63.29,Черкаська
175,1985,31.0,0.388,295.79,47.81,70.85,59.33,Черкаська
176,1985,32.0,0.381,296.36,48.81,61.72,55.27,Черкаська
177,1985,33.0,0.369,296.62,49.1,53.0,51.05,Черкаська
178,1985,34.0,0.352,296.46,46.48,45.92,46.2,Черкаська
179,1985,35.0,0.331,295.84,44.69,39.58,42.14,Черкаська
180,1985,36.0,0.306,294.38,42.38,39.98,41.18,Черкаська
181,1985,37.0,0.281,292.6,40.93,43.75,42.34,Черкаська
182,1985,38.0,0.258,291.0,39.3,44.76,42.03,Черкаська
183,1985,39.0,0.237,289.18,36.62,46.29,41.46,Черкаська
184,1985,40.0,0.211,286.81,31.8,51.15,41.48,Черкаська
185,1985,41.0,0.191,284.25,32.38,53.12,42.75,Черкаська
186,1985,42.0,0.171,282.06,34.96,47.74,41.35,Черкаська
187,1985,43.0,0.152,279.78,37.99,45.09,41.54,Черкаська
188,1985,44.0,0.133,276.76,39.66,42.09,40.87,Черкаська
189,1985,45.0,0.111,273.36,36.02,43.08,39.55,Черкаська
190,1985,46.0,0.083,269.39,27.39,49.97,38.68,Черкаська
191,1985,47.0,0.06,265.69,18.17,56.99,37.58,Черкаська
192,1985,48.0,0.046,261.19,14.02,69.91,41.96,Черкаська
193,1985,49.0,0.04,256.05,12.65,83.54,48.09,Черкаська
194,1985,50.0,0.034,251.84,11.85,90.69,51.27,Черкаська
195,1985,51.0,0.03,248.87,12.92,92.19,52.56,Черкаська
196,1985,52.0,0.027,246.59,13.2,92.34,52.77,Черкаська
197,1986,1.0,0.026,244.98,14.39,92.72,53.55,Черкаська
198,1986,2.0,0.026,245.66,16.71,90.5,53.61,Черкаська
199,1986,3.0,0.026,248.72,18.47,81.96,50.22,Черкаська
200,1986,4.0,0.025,251.5,18.43,73.79,46.11,Черкаська
201,1986,5.0,0.024,252.43,17.12,72.73,44.93,Черкаська
202,1986,6.0,0.023,254.06,15.36,71.97,43.67,Черкаська
203,1986,7.0,0.021,257.03,12.27,67.82,40.04,Черкаська
204,1986,8.0,0.021,259.75,10.89,65.31,38.1,Черкаська
205,1986,9.0,0.023,262.16,11.04,65.38,38.21,Черкаська
206,1986,10.0,0.027,264.9,8.91,66.51,37.71,Черкаська
207,1986,11.0,0.038,269.62,9.83,57.76,33.8,Черкаська
208,1986,12.0,0.055,275.12,12.49,47.59,30.04,Черкаська
209,1986,13.0,0.079,280.22,17.52,38.82,28.17,Черкаська
210,1986,14.0,0.11,283.99,23.27,33.23,28.25,Черкаська
211,1986,15.0,0.145,287.82,27.86,26.99,27.43,Черкаська
212,1986,16.0,0.181,290.99,30.33,22.64,26.48,Черкаська
213,1986,17.0,0.225,293.24,36.1,21.9,29.0,Черкаська
214,1986,18.0,0.276,295.01,43.97,22.87,33.42,Черкаська
215,1986,19.0,0.317,296.65,45.98,22.29,34.14,Черкаська
216,1986,20.0,0.353,298.23,46.83,17.72,32.28,Черкаська
217,1986,21.0,0.382,298.95,47.09,18.29,32.69,Черкаська
218,1986,22.0,0.404,299.28,46.59,20.63,33.61,Черкаська
219,1986,23.0,0.411,299.29,41.54,23.85,32.7,Черкаська
220,1986,24.0,0.411,299.13,37.28,28.26,32.77,Черкаська
221,1986,25.0,0.41,299.11,35.87,29.45,32.66,Черкаська
222,1986,26.0,0.4,298.77,30.56,32.96,31.76,Черкаська
223,1986,27.0,0.39,298.4,26.88,37.96,32.42,Черкаська
224,1986,28.0,0.379,298.31,26.21,40.62,33.41,Черкаська
225,1986,29.0,0.371,298.69,27.89,38.58,33.23,Черкаська
226,1986,30.0,0.367,299.34,32.59,34.03,33.31,Черкаська
227,1986,31.0,0.36,299.75,33.33,29.9,31.61,Черкаська
228,1986,32.0,0.348,299.42,31.4,30.05,30.72,Черкаська
229,1986,33.0,0.338,299.09,31.65,26.71,29.18,Черкаська
230,1986,34.0,0.323,298.29,30.17,25.68,27.92,Черкаська
231,1986,35.0,0.306,297.42,30.3,21.8,26.05,Черкаська
232,1986,36.0,0.284,295.84,29.57,23.0,26.29,Черкаська
233,1986,37.0,0.266,293.74,31.87,30.01,30.94,Черкаська
234,1986,38.0,0.25,291.71,33.24,36.1,34.67,Черкаська
235,1986,39.0,0.23,289.72,31.76,39.52,35.64,Черкаська
236,1986,40.0,0.207,287.24,28.2,45.69,36.94,Черкаська
237,1986,41.0,0.18,284.69,25.02,47.51,36.27,Черкаська
238,1986,42.0,0.151,282.54,22.06,42.05,32.05,Черкаська
239,1986,43.0,0.12,279.46,17.86,47.79,32.83,Черкаська
240,1986,44.0,0.091,275.43,12.52,52.3,32.41,Черкаська
241,1986,45.0,0.07,271.92,7.98,52.05,30.02,Черкаська
242,1986,46.0,0.055,269.37,6.01,49.61,27.81,Черкаська
243,1986,47.0,0.046,267.24,6.48,48.67,27.58,Черкаська
244,1986,48.0,0.039,265.05,7.24,51.48,29.36,Черкаська
245,1986,49.0,0.034,262.2,6.7,57.12,31.91,Черкаська
246,1986,50.0,0.032,258.85,8.96,62.97,35.96,Черкаська
247,1986,51.0,0.031,255.7,13.45,66.77,40.11,Черкаська
248,1986,52.0,0.031,253.61,16.91,68.03,42.47,Черкаська
249,1987,1.0,0.03,251.4,18.27,71.45,44.86,Черкаська
250,1987,2.0,0.029,250.59,18.99,74.33,46.66,Черкаська
251,1987,3.0,0.029,250.69,20.59,75.78,48.18,Черкаська
252,1987,4.0,0.026,251.33,18.86,74.97,46.91,Черкаська
253,1987,5.0,0.023,251.89,15.76,75.01,45.38,Черкаська
254,1987,6.0,0.021,252.89,14.05,76.22,45.14,Черкаська
255,1987,7.0,0.021,254.68,11.91,75.93,43.92,Черкаська
256,1987,8.0,0.022,256.24,11.52,77.54,44.53,Черкаська
257,1987,9.0,0.023,257.88,10.86,80.44,45.65,Черкаська
258,1987,10.0,0.024,258.98,7.22,88.02,47.62,Черкаська
259,1987,11.0,0.028,260.84,4.57,91.51,48.04,Черкаська
260,1987,12.0,0.035,263.82,2.54,91.96,47.25,Черкаська
261,1987,13.0,0.046,267.93,1.31,90.82,46.06,Черкаська
262,1987,14.0,0.064,272.28,1.04,90.28,45.66,Черкаська
263,1987,15.0,0.09,277.47,2.08,89.61,45.84,Черкаська
264,1987,16.0,0.12,282.11,2.65,87.84,45.25,Черкаська
265,1987,17.0,0.15,286.64,3.01,79.84,41.42,Черкаська
266,1987,18.0,0.183,289.92,2.99,73.28,38.13,Черкаська
267,1987,19.0,0.229,292.05,5.7,70.74,38.22,Черкаська
268,1987,20.0,0.272,293.82,8.01,63.2,35.6,Черкаська
269,1987,21.0,0.313,295.0,11.15,58.08,34.61,Черкаська
270,1987,22.0,0.352,295.7,17.26,55.02,36.14,Черкаська
271,1987,23.0,0.384,295.82,25.67,56.4,41.03,Черкаська
272,1987,24.0,0.412,296.34,38.39,54.37,46.38,Черкаська
273,1987,25.0,0.434,296.72,50.8,52.69,51.75,Черкаська
274,1987,26.0,0.447,296.91,59.26,51.66,55.46,Черкаська
275,1987,27.0,0.449,297.12,62.1,51.35,56.73,Черкаська
276,1987,28.0,0.442,297.23,62.27,52.29,57.28,Черкаська
277,1987,29.0,0.426,297.24,57.35,54.53,55.94,Черкаська
278,1987,30.0,0.405,296.98,51.72,59.23,55.47,Черкаська
279,1987,31.0,0.384,296.02,45.29,68.74,57.02,Черкаська
280,1987,32.0,0.371,295.28,43.07,73.28,58.17,Черкаська
281,1987,33.0,0.358,294.58,42.27,75.05,58.66,Черкаська
282,1987,34.0,0.346,293.93,42.05,75.15,58.6,Черкаська
283,1987,35.0,0.332,293.3,43.88,70.66,57.27,Черкаська
284,1987,36.0,0.318,292.48,47.13,65.19,56.16,Черкаська
285,1987,37.0,0.298,291.23,48.79,63.3,56.04,Черкаська
286,1987,38.0,0.274,289.64,46.43,64.43,55.43,Черкаська
287,1987,39.0,0.247,287.8,41.52,66.11,53.82,Черкаська
288,1987,40.0,0.22,285.82,35.53,65.54,50.53,Черкаська
289,1987,41.0,0.191,283.04,31.0,69.85,50.42,Черкаська
290,1987,42.0,0.159,279.84,26.58,73.9,50.24,Черкаська
291,1987,43.0,0.066,261.66,50.5,43.6,47.05,Черкаська
292,1987,44.0,0.102,272.43,19.33,75.06,47.2,Черкаська
293,1987,45.0,0.081,268.69,14.97,71.79,43.38,Черкаська
294,1987,46.0,0.063,266.08,12.03,67.22,39.62,Черкаська
295,1987,47.0,0.051,264.03,10.63,64.5,37.56,Черкаська
296,1987,48.0,0.042,262.69,10.83,62.32,36.58,Черкаська
297,1987,49.0,0.039,262.29,12.66,56.64,34.65,Черкаська
298,1987,50.0,0.036,262.41,14.11,48.41,31.26,Черкаська
299,1987,51.0,0.033,262.23,16.36,41.32,28.84,Черкаська
300,1987,52.0,0.033,261.58,20.58,39.09,29.83,Черкаська
301,1988,1.0,0.035,260.76,24.75,38.17,31.46,Черкаська
302,1988,2.0,0.036,259.78,27.24,41.42,34.33,Черкаська
303,1988,3.0,0.037,259.6,29.2,43.83,36.52,Черкаська
304,1988,4.0,0.037,259.9,30.65,44.89,37.77,Черкаська
305,1988,5.0,0.04,259.96,32.15,47.63,39.89,Черкаська
306,1988,6.0,0.041,260.72,30.63,49.93,40.28,Черкаська
307,1988,7.0,0.041,261.63,26.89,52.3,39.6,Черкаська
308,1988,8.0,0.044,262.38,26.13,56.06,41.1,Черкаська
309,1988,9.0,0.047,262.97,25.28,62.16,43.72,Черкаська
310,1988,10.0,0.049,264.52,21.37,67.48,44.42,Черкаська
311,1988,11.0,0.056,266.9,19.94,67.93,43.94,Черкаська
312,1988,12.0,0.062,270.21,16.56,66.73,41.64,Черкаська
313,1988,13.0,0.071,274.45,13.68,63.01,38.34,Черкаська
314,1988,14.0,0.088,278.79,13.51,58.53,36.02,Черкаська
315,1988,15.0,0.111,281.92,13.46,62.66,38.06,Черкаська
316,1988,16.0,0.139,284.69,13.64,68.28,40.96,Черкаська
317,1988,17.0,0.168,286.66,13.56,77.38,45.47,Черкаська
318,1988,18.0,0.202,288.56,14.1,82.6,48.35,Черкаська
319,1988,19.0,0.239,289.77,14.03,88.23,51.13,Черкаська
320,1988,20.0,0.277,291.04,14.46,86.83,50.64,Черкаська
321,1988,21.0,0.311,291.94,15.0,85.19,50.1,Черкаська
322,1988,22.0,0.343,292.48,16.59,83.71,50.15,Черкаська
323,1988,23.0,0.372,292.94,21.1,81.82,51.46,Черкаська
324,1988,24.0,0.402,293.63,33.33,78.81,56.07,Черкаська
325,1988,25.0,0.418,294.03,42.04,78.36,60.2,Черкаська
326,1988,26.0,0.427,294.72,47.62,73.48,60.55,Черкаська
327,1988,27.0,0.439,295.66,56.31,66.32,61.31,Черкаська
328,1988,28.0,0.445,296.23,64.56,62.53,63.55,Черкаська
329,1988,29.0,0.446,296.64,68.41,60.55,64.48,Черкаська
330,1988,30.0,0.436,296.74,67.85,61.54,64.69,Черкаська
331,1988,31.0,0.421,296.6,64.26,62.83,63.54,Черкаська
332,1988,32.0,0.405,296.68,60.95,58.97,59.96,Черкаська
333,1988,33.0,0.385,296.54,56.87,54.34,55.6,Черкаська
334,1988,34.0,0.359,295.65,49.42,55.6,52.51,Черкаська
335,1988,35.0,0.333,294.51,44.97,55.76,50.36,Черкаська
336,1988,36.0,0.308,293.01,42.44,57.57,50.0,Черкаська
337,1988,37.0,0.281,291.43,40.07,59.49,49.78,Черкаська
338,1988,38.0,0.256,289.86,37.03,60.92,48.97,Черкаська
339,1988,39.0,0.237,288.4,36.41,57.85,47.13,Черкаська
340,1988,40.0,0.228,286.99,41.39,49.36,45.38,Черкаська
341,1988,41.0,0.21,283.55,43.49,63.23,53.36,Черкаська
342,1988,42.0,0.195,281.03,49.26,60.91,55.08,Черкаська
343,1988,43.0,0.174,277.17,51.7,70.57,61.13,Черкаська
344,1988,44.0,0.149,273.36,49.53,69.5,59.51,Черкаська
345,1988,45.0,0.122,270.17,44.01,63.85,53.93,Черкаська
346,1988,46.0,0.098,266.98,39.07,63.13,51.1,Черкаська
347,1988,47.0,0.076,263.89,33.1,65.35,49.22,Черкаська
348,1988,48.0,0.064,261.42,31.01,67.58,49.3,Черкаська
349,1988,49.0,0.056,259.7,29.24,67.04,48.14,Черкаська
350,1988,50.0,0.048,259.15,27.3,61.07,44.18,Черкаська
351,1988,51.0,0.046,259.57,30.1,51.56,40.83,Черкаська
352,1988,52.0,0.045,260.69,32.12,42.2,37.16,Черкаська
353,1989,1.0,0.045,262.4,33.86,32.05,32.96,Черкаська
354,1989,2.0,0.047,264.88,37.17,22.66,29.92,Черкаська
355,1989,3.0,0.048,267.47,39.58,14.38,26.98,Черкаська
356,1989,4.0,0.053,269.51,44.35,9.4,26.88,Черкаська
357,1989,5.0,0.06,271.43,49.75,6.89,28.32,Черкаська
358,1989,6.0,0.068,273.21,51.57,7.07,29.32,Черкаська
359,1989,7.0,0.077,274.69,52.65,7.99,30.32,Черкаська
360,1989,8.0,0.086,276.46,53.79,7.93,30.86,Черкаська
361,1989,9.0,0.098,278.58,55.64,7.97,31.8,Черкаська
362,1989,10.0,0.114,280.6,57.8,8.89,33.34,Черкаська
363,1989,11.0,0.13,282.69,59.54,7.13,33.34,Черкаська
364,1989,12.0,0.151,284.69,62.56,9.62,36.09,Черкаська
365,1989,13.0,0.176,286.77,67.5,10.79,39.14,Черкаська
366,1989,14.0,0.202,288.7,69.67,10.14,39.9,Черкаська
367,1989,15.0,0.23,290.41,69.07,11.93,40.5,Черкаська
368,1989,16.0,0.26,291.73,67.3,17.92,42.61,Черкаська
369,1989,17.0,0.292,292.83,66.81,25.79,46.3,Черкаська
370,1989,18.0,0.328,293.85,67.96,34.23,51.1,Черкаська
371,1989,19.0,0.36,294.35,66.71,45.97,56.34,Черкаська
372,1989,20.0,0.388,294.49,64.72,55.22,59.97,Черкаська
373,1989,21.0,0.408,295.0,61.85,56.96,59.41,Черкаська
374,1989,22.0,0.413,295.19,53.11,58.97,56.04,Черкаська
375,1989,23.0,0.409,295.11,41.21,62.07,51.64,Черкаська
376,1989,24.0,0.403,295.26,32.63,63.67,48.15,Черкаська
377,1989,25.0,0.397,295.45,28.55,64.42,46.48,Черкаська
378,1989,26.0,0.398,296.06,29.58,59.61,44.6,Черкаська
379,1989,27.0,0.392,296.69,28.71,55.06,41.89,Черкаська
380,1989,28.0,0.374,297.23,24.12,51.2,37.66,Черкаська
381,1989,29.0,0.354,297.61,19.97,49.18,34.57,Черкаська
382,1989,30.0,0.332,297.62,16.33,51.11,33.72,Черкаська
383,1989,31.0,0.32,298.03,15.14,46.85,30.99,Черкаська
384,1989,32.0,0.309,298.5,13.22,38.91,26.07,Черкаська
385,1989,33.0,0.293,297.97,10.87,38.01,24.44,Черкаська
386,1989,34.0,0.281,297.11,11.27,38.31,24.79,Черкаська
387,1989,35.0,0.268,295.9,13.07,38.52,25.79,Черкаська
388,1989,36.0,0.255,294.22,16.98,41.01,28.99,Черкаська
389,1989,37.0,0.242,292.63,21.35,41.68,31.52,Черкаська
390,1989,38.0,0.233,290.5,26.18,50.06,38.12,Черкаська
391,1989,39.0,0.233,288.76,35.16,51.16,43.16,Черкаська
392,1989,40.0,0.234,287.29,45.8,43.89,44.84,Черкаська
393,1989,41.0,0.225,285.51,53.63,35.45,44.54,Черкаська
394,1989,42.0,0.216,283.64,63.03,28.53,45.78,Черкаська
395,1989,43.0,0.205,281.36,72.02,29.56,50.79,Черкаська
396,1989,44.0,0.195,279.56,79.84,18.88,49.36,Черкаська
397,1989,45.0,0.175,278.18,81.61,10.82,46.21,Черкаська
398,1989,46.0,0.147,275.37,77.24,15.5,46.37,Черкаська
